iter	Logloss
167	0.09073731117
168	0.09054807881
169	0.09035298149
170	0.09027661469
171	0.09006264693
172	0.08997725382
173	0.08990364675
174	0.08987646584
175	0.08958760114
176	0.08946842733
177	0.08900550756
178	0.088812156
179	0.08865880914
180	0.0884731639
181	0.08838469806
182	0.08828554551
183	0.0880920169
184	0.08801522508
185	0.08789463901
186	0.08779510364
187	0.08771726617
188	0.0875884275
189	0.08747394718
190	0.08738193939
191	0.08732435021
192	0.08721055657
193	0.08687513618
194	0.08680729028
195	0.08668981676
196	0.08666025222
197	0.08658303234
198	0.08647330556
199	0.0863975428
200	0.08637081734
201	0.08628734008
202	0.08622559388
203	0.08609254451
204	0.08601669413
205	0.08594769114
206	0.0857808137
207	0.0857556741
208	0.08565308073
209	0.08555339375
210	0.0854460851
211	0.08537308603
212	0.08531612587
213	0.08525932567
214	0.08509886198
215	0.08490443137
216	0.08484687377
217	0.08482206082
218	0.0847093138
219	0.08467234918
220	0.08464404076
221	0.08458943193
222	0.08454801699
223	0.08444103216
224	0.08435144792
225	0.08433002667
226	0.08424727246
227	0.08394659785
228	0.0839087014
229	0.08382576969
230	0.08373972457
231	0.08366438558
232	0.08352227246
233	0.08345132799
234	0.08332232644
235	0.08326141792
236	0.08321560371
237	0.08311254592
238	0.08305379983
239	0.08292050867
240	0.08289336891
241	0.08282472727
242	0.08278203528
243	0.08271612741
244	0.08261181617
245	0.08254935842
246	0.08251589128
247	0.08242800881
248	0.08238206917
249	0.08232876245
250	0.08226698122
251	0.08220901738
252	0.08218799504
253	0.08214470258
254	0.08199582191
255	0.08197268041
256	0.0819569759
257	0.08190523081
258	0.08185211809
259	0.08179332836
260	0.08167469908
261	0.08156561618
262	0.08151849753
263	0.08139839118
264	0.08134938509
265	0.08131527036
266	0.08121764866
267	0.08110372029
268	0.08104907789
269	0.08101365547
270	0.08095856609
271	0.08092699204
272	0.08087642061
273	0.08076033587
274	0.08070359219
275	0.08058795954
276	0.08053911433
277	0.08048546358
278	0.08042624203
279	0.08037246686
280	0.08032443144
281	0.08026531884
282	0.08020968095
283	0.08019335101
284	0.08017988213
285	0.08015474642
286	0.07996301295
287	0.07991266014
288	0.07983671607
289	0.07980006663
290	0.07967468841
291	0.07965013995
292	0.07947537758
293	0.07942437504
294	0.07939083953
295	0.0793319998
296	0.0792216704
297	0.07917999185
298	0.07904080384
299	0.07899147898
300	0.07892092979
301	0.0788609944
302	0.07883532826
303	0.0787230636
304	0.07869869398
305	0.07865968218
306	0.07859488971
307	0.07855383182
308	0.07852049195
309	0.07848573028
310	0.0784016584
311	0.07838323111
312	0.07833627788
313	0.07825254431
314	0.07823082751
315	0.07810664916
316	0.07807584788
317	0.07805576302
318	0.07801493058
319	0.07797683591
320	0.07795056009
321	0.07792099981
322	0.07784246794
323	0.07776981715
324	0.07771429687
325	0.07765745349
326	0.07760211353
327	0.07756525507
328	0.07754577155
329	0.07750434771
330	0.07748284479
331	0.0773884741
332	0.07733538522
333	0.0772631099
334	0.07720814121
335	0.07712251433
336	0.0770859599
337	0.07700172042
338	0.0769567239
339	0.07690211608
340	0.07685256387
341	0.07678104593
342	0.07673316807
343	0.07668280767
344	0.07663302112
345	0.07654339993
346	0.07652112142
347	0.07650538738
348	0.07649144937
349	0.07646164902
350	0.07642411353
351	0.07639294785
352	0.07637520692
353	0.07630415937
354	0.07626887963
355	0.07622547921
356	0.07618768722
357	0.076078952
358	0.07595412625
359	0.075902763
360	0.07586897258
361	0.07580222438
362	0.0757624964
363	0.07570982342
364	0.07568028375
365	0.0756429437
366	0.07559939944
367	0.0755675234
368	0.07554434349
369	0.0755180011
370	0.07548457538
371	0.07542658267
372	0.07538743986
373	0.07532759028
374	0.07518764727
375	0.07514826385
376	0.07508478304
377	0.07505818245
378	0.07502138578
379	0.07499497233
380	0.07495301665
381	0.07491340514
382	0.07487804947
383	0.07481005467
384	0.07478267468
385	0.0747666299
386	0.07472149535
387	0.07468736408
388	0.07463808009
389	0.07460827199
390	0.07455254683
391	0.07449669366
392	0.07445315536
393	0.07439239941
394	0.07433460399
395	0.07432427596
396	0.07428248862
397	0.0742317918
398	0.07414797622
399	0.07408935353
400	0.07406274975
401	0.0739711424
402	0.07390539954
403	0.07386456125
404	0.07383830175
405	0.07376137921
406	0.07368821432
407	0.07367836362
408	0.07360881634
409	0.07358593687
410	0.07347174785
411	0.0734606436
412	0.07343743925
413	0.07339091876
414	0.0733568963
415	0.07331704891
416	0.07328338921
417	0.07324827943
418	0.0731980379
419	0.07317364051
420	0.07312888019
421	0.07310678962
422	0.07301827506
423	0.07298349812
424	0.07295943739
425	0.07293881778
426	0.07289766491
427	0.07283902728
428	0.07283514832
429	0.07280799185
430	0.07275884118
431	0.07271950183
432	0.07267196526
433	0.07261901919
434	0.07254188774
435	0.07245163851
436	0.0724080063
437	0.07237275168
438	0.07233096783
439	0.07232269443
440	0.0723015309
441	0.07222627625
442	0.07219396923
443	0.07215852501
444	0.07213150081
445	0.07209777184
446	0.07203918949
447	0.0720271147
448	0.07198029854
449	0.07197070855
450	0.07195377309
451	0.07190566138
452	0.07189680559
453	0.07189090883
454	0.07187180926
455	0.07182648279
456	0.07175121196
457	0.07173447196
458	0.07169319152
459	0.07166073422
460	0.07161886201
461	0.07157521763
462	0.07153838821
463	0.07150305221
464	0.07145746178
465	0.07141626004
466	0.07138724346
467	0.07135202452
468	0.07131951825
469	0.07127727097
470	0.0712570995
471	0.07115365453
472	0.07112634346
473	0.07109529124
474	0.07105914551
475	0.07101685031
476	0.07095778533
477	0.07090561022
478	0.07088076889
479	0.07085929001
480	0.07083615563
481	0.07081580606
482	0.0707700952
483	0.07071452058
484	0.07070635603
485	0.07066918298
486	0.07063382193
487	0.07060498838
488	0.07054891852
489	0.07051093563
490	0.0704993137
491	0.07045617838
492	0.07044961323
493	0.07044059725
494	0.07042346795
495	0.0703740765
496	0.07035045911
497	0.07034328456
498	0.0702979948
499	0.07026813914
500	0.07026336154
501	0.07023253229
502	0.07021340967
503	0.07017093422
504	0.07012384314
505	0.07010198305
506	0.07006676684
507	0.07004077415
508	0.07001394966
509	0.06997473184
510	0.06994605204
511	0.06992510952
512	0.06991049844
513	0.0698750763
514	0.06983376042
515	0.0698120734
516	0.0697715649
517	0.06976932934
518	0.06974185333
519	0.06968883132
520	0.06962538205
521	0.06960592389
522	0.06957853647
523	0.06954697
524	0.06950825856
525	0.06947073921
526	0.06943435115
527	0.0693837718
528	0.06935490002
529	0.06933758015
530	0.06925622043
531	0.06917979951
532	0.06913011645
533	0.06904330583
534	0.06899279173
535	0.06894856694
536	0.06891481708
537	0.06887718849
538	0.06886137065
539	0.06884134114
540	0.06883715658
541	0.06881045552
542	0.0687903584
543	0.06875423015
544	0.0687231168
545	0.0687183931
546	0.06869976217
547	0.0686547884
548	0.06862111055
549	0.06859086125
550	0.06852622646
551	0.06849600956
552	0.0684355459
553	0.06837850447
554	0.06835655065
555	0.06832148415
556	0.06829570798
557	0.06826155499
558	0.06824304553
559	0.06821049966
560	0.0681994016
561	0.06818563081
562	0.06815961365
563	0.0681145502
564	0.06810327396
565	0.06806841218
566	0.06805732596
567	0.06802981635
568	0.06801970235
569	0.06798843771
570	0.06794167934
571	0.06788882624
572	0.06782432248
573	0.06778295487
574	0.06774207657
575	0.06770532169
576	0.06767615487
577	0.06765669877
578	0.06763222714
579	0.06759499825
580	0.06753056565
581	0.06750243194
582	0.06747182852
583	0.06745507652
584	0.06743691758
585	0.06741876364
586	0.06739430294
587	0.06734920248
588	0.06730563235
589	0.06728018326
590	0.06725771461
591	0.06721242192
592	0.0671966675
593	0.06718796158
594	0.06715679165
595	0.06712607622
596	0.06708223622
597	0.06703117406
598	0.06699438071
599	0.06696729922
600	0.06695643478
601	0.0669163536
602	0.06688150697
603	0.06685360394
604	0.06684545629
605	0.06682217231
606	0.06680360478
607	0.06676212318
608	0.06673532114
609	0.06669387506
610	0.06661522801
611	0.0665633077
612	0.06653171756
613	0.06649818767
614	0.06647423435
615	0.06643229844
616	0.06638693766
617	0.06631407513
618	0.0663064865
619	0.06626251367
620	0.06624753603
621	0.06617928005
622	0.06613949537
623	0.06608948175
624	0.06606564234
625	0.06601956883
626	0.06600402867
627	0.06597631719
628	0.06596607345
629	0.06595695827
630	0.0659427021
631	0.06592682467
632	0.06591084046
633	0.0658860279
634	0.06587225044
635	0.06585298949
636	0.06578793928
637	0.0657490958
638	0.06571700867
639	0.06570727935
640	0.06569087447
641	0.0656411911
642	0.06560593939
643	0.06558197168
644	0.06555415437
645	0.06552387582
646	0.0655026043
647	0.06547616559
648	0.06544578956
649	0.06542995575
650	0.06541532935
651	0.06539268956
652	0.06534970513
653	0.06534107755
654	0.06531785558
655	0.06527646438
656	0.06526184792
657	0.06525103953
658	0.06521430275
659	0.065159822
660	0.06515914092
661	0.06513475954
662	0.06511748267
663	0.06509257609
664	0.0650101341
665	0.06497212369
666	0.06494656492
667	0.06491860252
668	0.06487274858
669	0.06484205386
670	0.06480469266
671	0.06479612652
672	0.06477354353
673	0.06474543187
674	0.06471109822
675	0.06468919884
676	0.06464900759
677	0.06462099987
678	0.06461019963
679	0.06454822769
680	0.0645148594
681	0.06447959971
682	0.06444262431
683	0.06441461428
684	0.0643735982
685	0.06434400442
686	0.06431720206
687	0.06428475073
688	0.06426556634
689	0.06423295874
690	0.06419070304
691	0.0641665943
692	0.06413971533
693	0.06410825198
694	0.06408123434
695	0.06405776643
696	0.06401934098
697	0.0640007341
698	0.06398036437
699	0.06394648695
700	0.06391468689
701	0.06388985552
702	0.06387078427
703	0.0638357027
704	0.06380804003
705	0.06378312145
706	0.0637808423
707	0.06375188399
708	0.06372747586
709	0.06367915087
710	0.06365795188
711	0.06363232251
712	0.06357767324
713	0.06355028749
714	0.06352513899
715	0.06351272568
716	0.06349786224
717	0.06347883579
718	0.06345507348
719	0.06344801147
720	0.06340980213
721	0.06335907145
722	0.06334883912
723	0.06332317107
724	0.06329447343
725	0.06327178131
726	0.06325140381
727	0.06324892856
728	0.06321818758
729	0.06319014068
730	0.06315751841
731	0.06313925151
732	0.06310990924
733	0.06308386711
734	0.06305634231
735	0.06304463601
736	0.06302909964
737	0.06301576361
738	0.06299986358
739	0.0629825734
740	0.06297282011
741	0.06295542495
742	0.06291657376
743	0.06290346875
744	0.0628781814
745	0.06284342217
746	0.06283142695
747	0.06282294557
748	0.06281647336
749	0.06280251253
750	0.06279728601
751	0.06274618831
752	0.06273431676
753	0.06270253831
754	0.06267699425
755	0.06264260668
756	0.06259021902
757	0.06258342703
758	0.06257591506
759	0.06256817217
760	0.06255912196
761	0.0625455933
762	0.06251884966
763	0.06249803532
764	0.06248209633
765	0.06246162691
766	0.06241447366
767	0.06238072436
768	0.06236465308
769	0.06234682356
770	0.06232044184
771	0.06227808756
772	0.06225595381
773	0.06223742662
774	0.06219377766
775	0.06216195432
776	0.0621494855
777	0.0621386979
778	0.0621246482
779	0.06211193434
780	0.06209658813
781	0.06208914036
782	0.06206514154
783	0.06202069353
784	0.06198261599
785	0.06197249317
786	0.06196278257
787	0.06194847488
788	0.06193697316
789	0.06191787091
790	0.06190540386
791	0.0618823281
792	0.0618381737
793	0.0617949893
794	0.06175787521
795	0.06170816915
796	0.06168114231
797	0.06164231048
798	0.06163417038
799	0.06162319548
800	0.06162116293
801	0.06159475749
802	0.06157125038
803	0.06153345756
804	0.06150732985
805	0.06148325505
806	0.06146113365
807	0.06144752829
808	0.06141160776
809	0.06138936873
810	0.06137377015
811	0.06135163129
812	0.06132436603
813	0.06128299081
814	0.06125869816
815	0.0612519773
816	0.06122841544
817	0.06120765544
818	0.06118163307
819	0.06116809602
820	0.06113986335
821	0.06112714622
822	0.06110785486
823	0.06109415592
824	0.06109101848
825	0.06106651156
826	0.06103077956
827	0.06099231417
828	0.06096142593
829	0.0609523844
830	0.06092830577
831	0.06090705446
832	0.06086453427
833	0.0608371178
834	0.06080820385
835	0.06079187792
836	0.06077848278
837	0.06075299943
838	0.06074152612
839	0.06073977548
840	0.06070252627
841	0.0606723103
842	0.06066195155
843	0.06064051543
844	0.06060857977
845	0.06059136714
846	0.06056481024
847	0.06053159869
848	0.06050671216
849	0.06047948058
850	0.06047481461
851	0.06046570473
852	0.06046433282
853	0.06044373832
854	0.06042064182
855	0.06038107395
856	0.0603566172
857	0.06032184379
858	0.06028645931
859	0.06026403186
860	0.06022930466
861	0.0602189041
862	0.06020824224
863	0.06019316114
864	0.06017995093
865	0.06015343739
866	0.06013550552
867	0.06010006407
868	0.06006970875
869	0.0600157258
870	0.05999830878
871	0.05998953508
872	0.05997856929
873	0.0599600275
874	0.05994300408
875	0.05993578946
876	0.05991737313
877	0.05989033123
878	0.05985622626
879	0.05984199881
880	0.05983557469
881	0.05981554104
882	0.05976801421
883	0.05973560889
884	0.0596960395
885	0.05966935201
886	0.05965281605
887	0.05964583579
888	0.05954955719
889	0.05952832459
890	0.05947916382
891	0.05945722289
892	0.05943352569
893	0.05942398414
894	0.05939274998
895	0.05936640181
896	0.05934818498
897	0.05933274344
898	0.05930619369
899	0.05928223586
900	0.05924008186
901	0.05920743207
902	0.05915476266
903	0.05913830479
904	0.0590986613
905	0.05908035753
906	0.05906637526
907	0.05904135221
908	0.05902626401
909	0.05901020596
910	0.05899905318
911	0.05898938435
912	0.0589752696
913	0.05895811022
914	0.05894453535
915	0.05891780624
916	0.05889618254
917	0.05886787645
918	0.05885006617
919	0.05882249929
920	0.05878802056
921	0.05873304356
922	0.05871118114
923	0.05869612914
924	0.05867153903
925	0.05864819916
926	0.05861796019
927	0.05860313617
928	0.05857040631
929	0.05853947849
930	0.05851730978
931	0.05849463528
932	0.05846382928
933	0.05843673979
934	0.05842212797
935	0.05840946869
936	0.05839556682
937	0.05837171886
938	0.0583515681
939	0.05833812888
940	0.05831485857
941	0.05830637017
942	0.05829855631
943	0.05825642069
944	0.05822939593
945	0.05818945836
946	0.05815481951
947	0.05813740005
948	0.05811927817
949	0.05810438574
950	0.05809039361
951	0.05808575356
952	0.05806024727
953	0.05806022669
954	0.05803665594
955	0.05800994207
956	0.05798202592
957	0.05795354505
958	0.05793247004
959	0.0579034216
960	0.05788152677
961	0.05781036781
962	0.0578017585
963	0.05780034235
964	0.05777229193
965	0.05774399037
966	0.05773063103
967	0.05771096259
968	0.0576902231
969	0.05767393977
970	0.05765293513
971	0.05763266885
972	0.05761425933
973	0.05759131769
974	0.05756330436
975	0.05753506676
976	0.05751043727
977	0.0574922213
978	0.0574659386
979	0.05744423076
980	0.05742128845
981	0.05739511903
982	0.05733891906
983	0.05730535679
984	0.05726586064
985	0.05724577165
986	0.05722213546
987	0.0571966323
988	0.05718299159
989	0.05715545303
990	0.05712687771
991	0.05711241282
992	0.05708690396
993	0.0570627128
994	0.05704024652
995	0.0570175346
996	0.05700744519
997	0.05698579888
998	0.05696696013
999	0.05694153743
